Respondent ID,Excel Row,LOHAS Segment,Percentile Rank,Propensity Score,Propensity Category,Composite Score,Actual Purchase (1-5),Willingness to Pay 25% (1-5),Patagonia Engagement (1-5),Brand Commitment (1-5),Environmental Evangelism (1-5),Transparency Desire (1-5),Environmental Activism (1-5),Recycling Behavior (1-5),Sustainability Importance (1-5),Organic Importance (1-5),Price Insensitivity (1-5),Classification Reasoning
10199450454,981,LOHAS Leader,98.3%,5.000,"Very High (Premium Payer - Proven)",4.513,5,5,N/A,5,3,5,N/A,5,5,5,1,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10212403045,74,LOHAS Leader,98.2%,5.000,"Very High (Premium Payer - Proven)",4.495,5,5,N/A,5,N/A,5,N/A,4,4,4,2,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10199263255,986,LOHAS Leader,98.1%,5.000,"Very High (Premium Payer - Proven)",4.495,5,4,N/A,5,N/A,5,N/A,5,5,5,1,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209128983,273,LOHAS Leader,98.0%,5.000,"Very High (Premium Payer - Proven)",4.469,5,5,N/A,5,N/A,5,3,4,5,5,1,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207315152,382,LOHAS Leader,97.9%,5.000,"Very High (Premium Payer - Proven)",4.456,5,5,N/A,5,3,5,3,5,5,5,2,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10211777401,98,LOHAS Leader,97.8%,5.000,"Very High (Premium Payer - Proven)",4.443,5,5,N/A,5,3,5,N/A,4,5,4,2,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207207348,392,LOHAS Leader,97.7%,5.000,"Very High (Premium Payer - Proven)",4.443,5,5,N/A,5,3,5,N/A,4,5,5,1,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201685884,929,LOHAS Leader,97.6%,5.000,"Very High (Premium Payer - Proven)",4.443,5,5,N/A,5,3,5,N/A,5,5,4,1,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209899799,177,LOHAS Leader,97.5%,5.000,"Very High (Premium Payer - Proven)",4.392,5,5,N/A,5,3,5,3,5,5,5,1,"Top 98% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206746836,457,LOHAS Leader,97.4%,5.000,"Very High (Premium Payer - Proven)",4.392,5,5,N/A,5,3,5,3,5,5,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205338371,599,LOHAS Leader,97.3%,5.000,"Very High (Premium Payer - Proven)",4.392,5,5,N/A,5,3,5,3,5,5,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10202450218,827,LOHAS Leader,97.2%,5.000,"Very High (Premium Payer - Proven)",4.392,5,5,N/A,5,3,5,3,5,5,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206963299,422,LOHAS Leader,97.1%,5.000,"Very High (Premium Payer - Proven)",4.379,5,4,N/A,5,N/A,5,N/A,5,4,4,2,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10213725805,56,LOHAS Leader,97.0%,5.000,"Very High (Premium Payer - Proven)",4.379,5,4,N/A,5,N/A,5,N/A,5,4,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209253003,259,LOHAS Leader,96.9%,5.000,"Very High (Premium Payer - Proven)",4.374,5,5,N/A,5,3,5,N/A,4,5,4,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10212478129,69,LOHAS Leader,96.8%,5.000,"Very High (Premium Payer - Proven)",4.363,5,5,N/A,5,N/A,5,3,4,4,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10210141292,167,LOHAS Leader,96.7%,5.000,"Very High (Premium Payer - Proven)",4.363,5,5,N/A,5,N/A,5,3,4,4,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208973428,288,LOHAS Leader,96.6%,5.000,"Very High (Premium Payer - Proven)",4.363,5,5,N/A,5,N/A,5,3,4,4,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205710258,534,LOHAS Leader,96.5%,5.000,"Very High (Premium Payer - Proven)",4.363,5,5,N/A,5,N/A,5,3,4,4,5,1,"Top 97% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204272267,704,LOHAS Leader,96.4%,5.000,"Very High (Premium Payer - Proven)",4.363,5,5,N/A,5,N/A,5,3,4,4,4,2,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208901737,293,LOHAS Leader,96.3%,5.000,"Very High (Premium Payer - Proven)",4.360,5,5,N/A,5,3,5,3,5,4,5,2,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209298973,254,LOHAS Leader,96.2%,5.000,"Very High (Premium Payer - Proven)",4.359,5,5,3,5,N/A,5,3,5,5,5,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209483700,219,LOHAS Leader,96.1%,5.000,"Very High (Premium Payer - Proven)",4.339,5,4,N/A,5,3,5,N/A,5,5,5,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203761312,767,LOHAS Leader,96.0%,5.000,"Very High (Premium Payer - Proven)",4.339,5,4,N/A,5,3,5,N/A,5,5,5,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201683264,932,LOHAS Leader,95.9%,5.000,"Very High (Premium Payer - Proven)",4.339,5,4,N/A,5,3,5,N/A,5,5,5,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10212335623,76,LOHAS Leader,95.8%,5.000,"Very High (Premium Payer - Proven)",4.328,5,5,N/A,5,3,5,3,4,5,4,2,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209537721,215,LOHAS Leader,95.7%,5.000,"Very High (Premium Payer - Proven)",4.328,5,5,N/A,5,3,5,3,5,5,4,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205634209,548,LOHAS Leader,95.6%,5.000,"Very High (Premium Payer - Proven)",4.328,5,5,N/A,5,3,5,3,4,5,5,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10202424810,831,LOHAS Leader,95.5%,5.000,"Very High (Premium Payer - Proven)",4.328,5,5,N/A,5,3,5,3,5,5,4,1,"Top 96% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209658308,197,LOHAS Leader,95.4%,5.000,"Very High (Premium Payer - Proven)",4.304,5,4,N/A,5,3,5,N/A,5,4,5,2,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209018240,280,LOHAS Leader,95.3%,5.000,"Very High (Premium Payer - Proven)",4.301,5,4,N/A,5,N/A,5,N/A,4,4,4,2,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206233507,497,LOHAS Leader,95.2%,5.000,"Very High (Premium Payer - Proven)",4.301,5,4,N/A,5,N/A,5,N/A,4,4,4,2,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205172507,624,LOHAS Leader,95.1%,5.000,"Very High (Premium Payer - Proven)",4.301,5,4,N/A,5,N/A,5,N/A,4,4,4,2,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203990870,738,LOHAS Leader,95.0%,5.000,"Very High (Premium Payer - Proven)",4.301,5,4,N/A,5,N/A,5,N/A,4,4,4,2,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203799854,765,LOHAS Leader,94.9%,5.000,"Very High (Premium Payer - Proven)",4.301,5,4,N/A,5,N/A,5,N/A,4,4,4,2,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204311463,696,LOHAS Leader,94.8%,5.000,"Very High (Premium Payer - Proven)",4.301,5,4,N/A,5,N/A,5,N/A,4,4,5,1,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205661583,543,LOHAS Leader,94.7%,5.000,"Very High (Premium Payer - Proven)",4.296,5,5,N/A,5,3,5,3,5,4,5,1,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205193365,620,LOHAS Leader,94.6%,5.000,"Very High (Premium Payer - Proven)",4.296,5,5,N/A,5,3,5,3,5,4,5,1,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201872253,885,LOHAS Leader,94.5%,5.000,"Very High (Premium Payer - Proven)",4.292,5,4,N/A,5,N/A,5,3,4,5,5,1,"Top 95% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208712464,310,LOHAS Leader,94.4%,5.000,"Very High (Premium Payer - Proven)",4.270,5,4,N/A,5,3,5,N/A,4,5,5,1,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208441095,336,LOHAS Leader,94.3%,5.000,"Very High (Premium Payer - Proven)",4.270,5,4,N/A,5,3,5,N/A,4,5,5,1,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207315133,383,LOHAS Leader,94.2%,5.000,"Very High (Premium Payer - Proven)",4.270,5,4,N/A,5,3,5,N/A,4,5,5,1,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205771752,524,LOHAS Leader,94.1%,5.000,"Very High (Premium Payer - Proven)",4.270,5,4,N/A,5,3,5,N/A,4,5,5,1,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207089105,408,LOHAS Leader,94.0%,5.000,"Very High (Premium Payer - Proven)",4.266,5,4,3,5,N/A,5,3,5,5,5,2,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207209632,391,LOHAS Leader,93.9%,5.000,"Very High (Premium Payer - Proven)",4.257,5,4,N/A,5,N/A,5,3,4,4,5,2,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206972087,420,LOHAS Leader,93.8%,5.000,"Very High (Premium Payer - Proven)",4.257,5,4,N/A,5,N/A,5,3,4,4,5,2,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204884379,651,LOHAS Leader,93.7%,5.000,"Very High (Premium Payer - Proven)",4.257,5,4,N/A,5,N/A,5,3,4,4,5,2,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209542140,214,LOHAS Leader,93.6%,5.000,"Very High (Premium Payer - Proven)",4.257,5,4,N/A,5,N/A,5,3,5,4,5,1,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205688719,540,LOHAS Leader,93.5%,5.000,"Very High (Premium Payer - Proven)",4.243,5,5,3,5,3,5,3,5,5,5,1,"Top 94% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205097121,636,LOHAS Leader,93.4%,5.000,"Very High (Premium Payer - Proven)",4.243,5,5,3,5,3,5,3,5,5,5,1,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201868516,893,LOHAS Leader,93.3%,5.000,"Very High (Premium Payer - Proven)",4.243,5,5,3,5,3,5,3,5,5,5,1,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209663941,195,LOHAS Leader,93.2%,5.000,"Very High (Premium Payer - Proven)",4.235,5,4,N/A,5,3,5,N/A,4,4,5,2,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205022145,641,LOHAS Leader,93.1%,5.000,"Very High (Premium Payer - Proven)",4.235,5,4,N/A,5,3,5,N/A,5,4,5,1,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10211677732,103,LOHAS Leader,93.0%,5.000,"Very High (Premium Payer - Proven)",4.232,5,5,N/A,5,3,5,3,5,4,4,1,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204895251,649,LOHAS Leader,92.9%,5.000,"Very High (Premium Payer - Proven)",4.232,5,4,N/A,5,3,5,3,5,5,5,1,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206947102,437,LOHAS Leader,92.8%,5.000,"Very High (Premium Payer - Proven)",4.214,5,5,3,5,3,5,3,5,4,5,2,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206943412,446,LOHAS Leader,92.7%,5.000,"Very High (Premium Payer - Proven)",4.200,5,4,N/A,5,3,5,3,5,4,5,2,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207042487,415,LOHAS Leader,92.6%,5.000,"Very High (Premium Payer - Proven)",4.186,5,4,N/A,5,N/A,5,3,4,4,4,2,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10211771544,99,LOHAS Leader,92.5%,5.000,"Very High (Premium Payer - Proven)",4.186,5,4,N/A,5,N/A,5,3,4,4,5,1,"Top 93% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205153585,627,LOHAS Leader,92.4%,5.000,"Very High (Premium Payer - Proven)",4.186,5,4,N/A,5,N/A,5,3,4,4,5,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203936651,745,LOHAS Leader,92.3%,5.000,"Very High (Premium Payer - Proven)",4.186,5,5,3,5,3,5,3,4,5,5,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209368868,244,LOHAS Leader,92.2%,5.000,"Very High (Premium Payer - Proven)",4.168,5,5,N/A,5,3,5,3,4,4,4,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203380643,797,LOHAS Leader,92.1%,5.000,"Very High (Premium Payer - Proven)",4.168,5,4,N/A,5,3,5,3,4,5,5,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201945524,873,LOHAS Leader,92.0%,5.000,"Very High (Premium Payer - Proven)",4.168,5,4,N/A,5,3,5,3,4,5,5,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10213728389,54,LOHAS Leader,91.9%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,5,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209285036,256,LOHAS Leader,91.8%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10208650303,319,LOHAS Leader,91.7%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10207618000,365,LOHAS Leader,91.7%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206020200,509,LOHAS Leader,91.6%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,5,4,4,1,"Top 92% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204840902,653,LOHAS Leader,91.5%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204546515,672,LOHAS Leader,91.4%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204260801,710,LOHAS Leader,91.3%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201951927,868,LOHAS Leader,91.2%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201865849,900,LOHAS Leader,91.1%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201865822,902,LOHAS Leader,91.0%,5.000,"Very High (Premium Payer - Proven)",4.165,5,4,N/A,5,3,5,N/A,4,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10210028091,173,LOHAS Leader,90.9%,5.000,"Very High (Premium Payer - Proven)",4.157,5,5,3,5,3,5,3,5,4,5,1,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10216951345,12,LOHAS Leader,90.8%,5.000,"Very High (Premium Payer - Proven)",4.141,5,4,3,5,N/A,5,3,4,5,5,1,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10217033401,3,LOHAS Leader,90.7%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,5,4,5,1,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10210693170,154,LOHAS Leader,90.6%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,5,4,4,2,"Top 91% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209544379,213,LOHAS Leader,90.5%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,5,4,5,1,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10206282165,493,LOHAS Leader,90.4%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,4,4,5,2,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205237050,613,LOHAS Leader,90.3%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,5,4,5,1,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10205128436,633,LOHAS Leader,90.2%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,4,4,5,2,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203930291,747,LOHAS Leader,90.1%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,4,4,5,2,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201687225,928,LOHAS Leader,90.0%,5.000,"Very High (Premium Payer - Proven)",4.136,5,4,N/A,5,3,5,3,4,4,5,2,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10210042308,172,LOHAS Leader,89.9%,5.000,"Very High (Premium Payer - Proven)",4.123,5,4,3,5,3,5,N/A,4,5,4,2,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10204585795,664,LOHAS Leader,89.8%,5.000,"Very High (Premium Payer - Proven)",4.115,5,4,N/A,5,N/A,5,3,4,4,4,1,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10199579511,960,LOHAS Leader,89.7%,5.000,"Very High (Premium Payer - Proven)",4.115,5,4,N/A,5,N/A,5,3,4,4,4,1,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10210993249,142,LOHAS Leader,89.6%,5.000,"Very High (Premium Payer - Proven)",4.107,5,5,N/A,1,N/A,5,N/A,4,4,5,2,"Top 90% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium"
10214687301,28,LOHAS Leader,89.5%,5.000,"Very High (Premium Payer - Proven)",4.096,5,4,N/A,5,3,5,N/A,4,4,4,1,"Top 89% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10209312001,249,LOHAS Leader,89.4%,5.000,"Very High (Premium Payer - Proven)",4.096,5,4,N/A,5,3,5,N/A,4,4,4,1,"Top 89% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10203832112,760,LOHAS Leader,89.3%,5.000,"Very High (Premium Payer - Proven)",4.096,5,4,N/A,5,3,5,N/A,4,4,4,1,"Top 89% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10201685034,930,LOHAS Leader,89.2%,5.000,"Very High (Premium Payer - Proven)",4.096,5,4,N/A,5,3,5,N/A,4,4,4,1,"Top 89% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
10212487637,68,LOHAS Leader,89.1%,5.000,"Very High (Premium Payer - Proven)",4.072,5,4,N/A,5,3,5,3,4,4,4,2,"Top 89% of respondents; Very High propensity; Has purchased for sustainability; Willing to pay 25% premium; Strong brand alignment"
